symbol,exchange,date_or_range,missing_data,all_sources_attempted,HTTP/error,why_unresolved,would_excluding_it_bias_research,recommended_resolution
6107,TPEx,2018-06-27,listing_date_or_verified_research_start_boundary,exchange OpenAPI; official full-market tables; existing official lifecycle records,sources reachable; no authoritative listing boundary returned,no exact official lifecycle start evidence,True,obtain archived MOPS/TWSE/TPEx lifecycle record; do not exclude
1101,TWSE,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3632,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3632,TPEx,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3632,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3632,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3632,TPEx,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3642,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3642,TPEx,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3642,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3642,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3645,TWSE,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3645,TWSE,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3645,TWSE,2019-09-09:2019-09-09,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3645,TWSE,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3645,TWSE,2025-08-01:2025-08-01,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3645,TWSE,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3646,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3646,TPEx,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3646,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3646,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3646,TPEx,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3652,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3652,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3652,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3652,TWSE,2022-09-21:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3653,TWSE,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3653,TWSE,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3653,TWSE,2019-09-09:2019-09-09,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3653,TWSE,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3653,TWSE,2025-08-01:2025-08-01,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3653,TWSE,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3661,TWSE,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3661,TWSE,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3661,TWSE,2019-09-09:2019-09-09,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3661,TWSE,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3661,TWSE,2025-08-01:2025-08-01,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3661,TWSE,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3663,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3663,TPEx,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3663,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3663,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3663,TPEx,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3664,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3664,TPEx,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3664,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3664,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3664,TPEx,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3665,TWSE,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3665,TWSE,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3665,TWSE,2019-09-09:2019-09-09,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3665,TWSE,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3665,TWSE,2025-08-01:2025-08-01,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3665,TWSE,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3666,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3666,TPEx,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3666,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3666,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3666,TPEx,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3669,TWSE,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3669,TWSE,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3669,TWSE,2019-09-09:2019-09-09,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3669,TWSE,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3669,TWSE,2025-08-01:2025-08-01,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3669,TWSE,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3672,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3672,TPEx,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3672,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3672,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3672,TPEx,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3673,TWSE,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3673,TWSE,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3673,TWSE,2019-09-09:2019-09-09,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3673,TWSE,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3673,TWSE,2025-08-01:2025-08-01,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3673,TWSE,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3675,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3675,TPEx,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3675,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3675,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3675,TPEx,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3679,TWSE,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3679,TWSE,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3679,TWSE,2019-09-09:2019-09-09,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3679,TWSE,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3679,TWSE,2025-08-01:2025-08-01,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3679,TWSE,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3680,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3680,TPEx,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3680,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3680,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3680,TPEx,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3682,TWSE,2020-01-09:2020-01-17,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3682,TWSE,2023-12-05:2023-12-14,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3684,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3684,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3684,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3684,TPEx,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3685,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3685,TPEx,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3685,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3685,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3685,TPEx,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3686,TWSE,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3686,TWSE,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3686,TWSE,2019-09-09:2019-09-09,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3686,TWSE,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3686,TWSE,2025-08-01:2025-08-01,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3686,TWSE,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3687,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3687,TPEx,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3687,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3687,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3687,TPEx,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3689,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3689,TPEx,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3689,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3689,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3689,TPEx,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3691,TPEx,2018-03-31:2018-03-31,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3691,TPEx,2018-12-22:2018-12-22,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3691,TPEx,2019-09-09:2019-09-09,D_MISSING_TRADED_BAR,existing exchange partitions; processed provider file; suspension ledger,official traded row exists,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3691,TPEx,2021-04-06:2021-04-06,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
3691,TPEx,2026-08-20:2026-08-20,F_UNKNOWN,existing exchange partitions; processed provider file; suspension ledger,official full-market coverage unavailable for this range,authoritative OHLC still requires targeted recovery,True,targeted official monthly/daily request; secondary requires independent cross-check
